s#	c#	grade
2204313386	Econ-35	89.9
2206123832	Chem-34	84.7
2206412674	Phys-09	86.3
2206113921	CE-32	20.2
2204411666	Econ-35	79.5
2206123947	CE-23	66.5
2205012172	ChE-46	69.8
2202321922	CE-74	69.6
2206113569	EE-94	72.3
2206123641	Math-32	86.5
2204511755	Econ-61	91.0
2205012170	IE-65	80.7
2206113890	IE-65	60.8
2206113569	AE-73	91.7
2206123645	Chem-77	61.4
2205322841	Bio-35	87.7
2201412012	AE-96	95.6
2203322592	CS-05	69.0
2202113448	Chem-90	90.0
2205022169	AE-18	89.2
2204122350	CE-20	85.5
2201313114	Bio-57	30.5
2203322553	Chem-00	51.3
2206113921	AE-73	85.5
2204411645	Stat-28	88.6
2205114654	CS-05	72.2
2206113740	Math-27	33.2
2202113448	Econ-59	80.3
2204122350	Econ-35	14.6
2205114658	Ling-92	24.8
2204112379	Ling-89	67.3
2203312560	Phys-41	80.1
2201412015	BE-21	81.2
2204313315	Econ-05	90.1
2203613041	Econ-81	89.3
2203113236	Bio-35	21.5
2205012174	Econ-66	52.6
2203613045	AE-73	95.8
2204225015	Ling-35	49.9
2203412953	Bio-58	73.0
2203312495	Chem-00	3.7
2206123813	Econ-66	90.9
2206515197	IE-76	82.0
2204224980	Math-19	60.1
2206123774	Chem-00	89.1
2206113750	Chem-42	41.7
2204411652	Stat-33	84.1
2206123983	Econ-81	73.1
2203712774	CE-97	90.8
2206113898	CS-36	89.9
2203513481	Bio-25	50.2
2206113636	AE-38	95.8
2201121587	Econ-76	33.6
2205011915	CS-53	60.6
2184114622	Stat-47	71.7
2206113734	CE-97	98.9
2206113795	Econ-59	88.9
2203712727	Ling-43	74.0
L203000002	ME-91	81.3
2201121587	Econ-81	87.9
2206113678	CE-23	78.2
2204313316	Stat-33	93.6
2203322485	Bio-08	23.8
2205114683	IE-65	93.1
2205022173	Stat-48	88.4
2206113671	CS-36	79.4
2208115392	IE-93	96.6
2203712785	Math-90	46.4
2205114651	BE-21	84.0
2206123991	Phys-31	72.9
2203211404	AE-38	29.4
2201412010	Bio-58	18.0
2206113998	Bio-08	85.5
2203613044	Math-27	80.0
2205114649	AE-73	66.5
2204511804	Econ-67	77.4
2206113566	IE-57	90.9
2206412674	Bio-99	86.6
2205022210	Stat-33	98.5
2206113795	ME-88	90.5
2205124713	Phys-26	90.8
2203712731	Econ-35	72.9
2203322593	IE-95	53.3
2206123877	Phys-41	97.1
2205114686	CE-97	34.6
2206223282	Econ-76	98.4
2203613017	Math-57	25.7
2194214378	Phys-62	78.0
2195123234	Econ-67	81.6
2201111588	IE-57	79.7
2206113771	ME-64	95.2
2206113841	CS-53	67.8
2203211427	Phys-36	63.4
2204421339	Math-54	50.6
2206123839	EE-69	70.7
2203312577	Bio-58	64.6
2203113237	IE-95	68.9
2206113730	Econ-31	64.6
2184114625	ME-92	76.5
2205114665	ChE-62	94.6
2201412053	AE-98	74.5
2203211400	Bio-08	6.9
2203312560	AE-18	71.1
2205012170	AE-96	83.4
2204224980	Econ-51	85.4
2201323090	CS-36	67.4
2205312828	CE-97	65.4
2203312484	Econ-67	89.5
2206113869	CE-74	25.5
2206113741	Bio-25	99.9
2206113884	CS-36	60.5
2202123450	CS-56	44.7
2205114723	Econ-61	13.9
2201412042	Ling-35	88.3
2206113786	CE-97	94.0
2206113944	Phys-46	95.2
2201412010	CE-32	93.6
2204215006	Stat-01	93.2
2203513495	AE-38	60.3
2206223271	Stat-29	0.7
2202214756	Chem-34	80.7
2204225015	Econ-66	72.0
2204111716	ChE-46	84.6
2204122350	CE-32	82.1
2201412017	Chem-16	60.1
2203612997	Ling-92	75.9
2201121579	Econ-81	78.3
2206113960	AE-38	74.6
2203712727	Phys-41	98.1
2201412049	Econ-31	69.0
2203712767	Stat-48	94.8
2203412932	CS-53	72.4
2206123774	Math-54	61.2
2204313320	Stat-33	43.2
2206113848	EE-09	86.6
2184114625	Econ-67	23.0
2206113806	BE-06	84.1
2206113954	ChE-86	78.3
2206312132	AE-38	64.3
2204214976	ChE-46	87.5
2206113741	Ling-36	68.3
2204411676	Ling-36	53.4
2204311540	CS-56	80.8
2201412073	Bio-08	89.0
2201313119	Chem-35	75.7
2206123715	Phys-36	68.5
2202112671	Chem-90	71.9
2206113749	Chem-42	74.2
2205114658	Chem-00	84.8
2206113693	CS-56	98.5
2206123961	ME-92	78.6
2204313375	ME-92	70.5
2205012181	Ling-92	65.6
2205114654	Ling-27	79.7
2203712767	IE-76	0.9
2201412035	Ling-35	80.6
2203412933	Econ-59	90.7
2205114671	Math-19	95.5
2201111604	EE-09	82.0
2206114000	ChE-46	89.7
2204122370	ME-64	18.8
2206123862	Math-32	3.0
2203411282	ChE-46	67.4
2204323388	Phys-62	77.2
2203712703	BE-21	70.2
2205312848	Math-57	83.0
2203612987	Econ-76	76.9
2204215021	AE-91	56.8
2201412074	IE-67	66.5
2202311936	IE-95	74.0
2203513469	Stat-48	85.4
2204122364	Phys-09	21.9
2206111757	ME-73	64.9
2204411661	ME-92	93.2
2206113636	IE-57	64.1
2206113708	BE-06	65.2
2194324705	Math-57	38.3
2203712703	AE-73	63.5
2205012202	AE-91	50.5
2206412636	ME-64	83.8
2205124688	Phys-36	90.5
2206223271	AE-38	62.3
2205114694	ME-91	85.9
2203312538	Phys-41	0.0
2204214951	Math-11	87.9
2206113633	Chem-27	88.0
2206123922	Ling-27	72.9
2204411687	CE-74	93.5
2201111590	Chem-83	98.8
2201212249	ChE-46	12.9
2203513466	IE-93	96.1
2206515183	CS-53	90.7
2204112378	CE-23	75.0
2204122350	Phys-41	93.7
2206113729	Phys-46	84.2
2202123452	IE-54	81.5
2204214977	Chem-42	14.0
2203211392	Ling-36	89.5
2206113945	Ling-36	50.0
2203712708	BE-06	91.7
2201413085	Bio-08	99.9
2203613011	Phys-31	82.5
2205022169	Stat-33	7.7
2204112316	IE-93	91.8
2201121579	Chem-77	62.4
2203211465	AE-98	81.6
2206113730	Ling-43	74.7
2204215026	Bio-25	30.8
2203211392	BE-06	82.1
2206113912	AE-91	74.2
2203511794	Bio-99	80.4
2206515183	EE-94	68.9
2203113238	Bio-58	84.9
2204112366	CS-05	12.4
2203312576	Econ-51	86.9
2203712751	ME-86	3.1
2204214989	Stat-33	68.5
2206123852	Chem-42	21.9
2203312477	BE-21	63.8
2203312586	Bio-60	74.7
2203411282	Ling-27	85.8
2206123645	Chem-45	97.3
2201212255	Chem-00	100.0
2203312521	ME-73	68.4
2206113968	Econ-61	81.7
2206123931	Stat-33	86.5
2205124672	Bio-24	96.7
2203211413	CS-05	60.8
2203612992	Chem-90	58.7
2206113910	Math-57	36.9
2203312572	Econ-05	79.5
2206515222	Phys-62	92.8
2204511814	Stat-01	80.9
2206213272	Phys-07	92.4
2201121587	Econ-59	78.6
2206113930	Math-54	13.0
2201412022	Phys-31	55.3
L201300001	Chem-27	86.7
2206123664	Bio-57	75.0
2203722753	Math-54	36.6
2201313147	CS-53	82.7
2204214968	Chem-42	60.3
2202214768	Ling-35	68.7
2205114694	Chem-90	70.8
2206113661	Ling-43	98.4
2182314643	CE-20	53.0
2204224971	ChE-29	61.8
2203211432	Chem-00	95.2
2205012174	IE-67	77.4
2203312556	ChE-46	82.2
2204313307	Phys-09	65.6
2203312488	CS-01	64.2
JL20209063	Bio-58	84.0
2204613222	CE-20	60.2
2206515220	CS-05	77.0
2203221443	IE-67	99.3
2203712778	CE-74	36.7
2201212238	EE-09	70.8
2204421337	CE-23	90.4
2202214768	Chem-27	66.7
2201412074	Ling-27	8.6
2204214962	CS-56	71.4
2203712711	Ling-27	38.3
2203312488	Stat-48	66.6
2201422061	Econ-35	82.5
2204313369	ME-19	66.0
2206123691	Econ-67	78.2
2202214756	Econ-67	96.4
2201313114	Econ-31	83.4
2206123877	CE-32	69.8
2204313333	Ling-36	70.9
2204313324	Phys-09	85.3
2203312578	Bio-60	71.8
2202224759	Econ-59	83.7
2205312842	CS-56	70.2
2203712768	Chem-77	73.7
2206113696	ChE-79	99.3
2206123918	BE-06	64.3
2206123991	Ling-92	95.7
2201111582	Ling-36	66.8
2203712706	AE-96	89.3
2203712742	Phys-09	44.3
2204313375	CS-56	63.3
2203312578	Math-90	1.8
2204312625	CE-97	97.8
2206123904	Stat-28	28.6
2206213281	EE-94	81.1
2203712772	IE-54	91.6
2206113680	Math-54	80.3
2204313375	Ling-89	12.0
2203312564	Math-54	36.5
2203114809	Stat-48	58.6
2203513481	CE-74	92.5
2203613035	CS-05	93.7
2206515183	CE-74	92.0
2206113890	Bio-08	71.7
2205012211	CS-53	87.9
2204313347	AE-96	85.1
2206113898	Econ-05	74.2
2203211399	Math-11	96.2
2201121587	IE-57	63.4
2206113733	AE-96	75.0
2201111590	AE-96	1.7
2203412953	Bio-57	78.2
2203614801	IE-67	7.0
2203113229	CE-97	60.8
2203322592	CE-23	96.4
2203312597	ChE-46	83.5
2203513476	AE-18	80.1
2201313147	IE-65	80.5
2206515191	Bio-25	82.1
2204313333	CS-53	46.8
2206525205	CS-56	90.5
2203113237	ChE-46	83.3
2203722736	Chem-45	77.0
2201323130	Chem-34	93.5
2203312567	Chem-35	93.0
2206123886	IE-57	4.2
2201222257	Econ-76	30.7
2206113734	Phys-36	75.8
2205012172	Chem-35	91.2
2203711824	Phys-26	53.7
2206515192	Bio-99	71.7
2204112280	EE-09	89.1
2183410425	EE-09	99.0
2203613044	Phys-62	81.9
2201111586	Math-11	44.1
2204411687	ME-64	93.1
2205114723	ME-91	94.3
2204215026	Econ-81	68.2
2205012189	ME-86	38.9
2206113840	Phys-46	83.0
2206123983	ChE-62	66.0
2203613044	ME-73	98.3
2201412060	Bio-25	83.9
2206113639	Chem-27	88.3
2206113696	ME-88	60.7
2206412636	ME-73	54.9
2203712717	Math-90	74.5
2206113842	Phys-36	78.6
2205012202	IE-57	74.3
2203211392	Stat-33	47.7
2206223273	Ling-36	46.3
2204224988	Econ-05	26.2
2203211400	Bio-99	95.7
2206113648	CS-05	82.3
2206525205	ChE-86	15.7
2203411284	Bio-35	0.6
2206412652	Bio-58	66.3
2203312571	CS-01	64.3
2204313395	Ling-03	89.4
2201322106	Bio-44	93.4
2206113913	ChE-62	64.6
2203211430	AE-38	85.5
2206113727	IE-76	98.9
2204511814	AE-73	55.8
2206412653	ME-73	83.2
2201521778	Econ-76	69.6
2206113850	Math-11	96.0
2201412073	Bio-44	87.0
2205213074	CS-53	78.8
2203224798	EE-69	68.4
2208115392	Phys-26	98.8
2205114710	Stat-48	95.7
2206113646	Stat-48	54.1
2206123857	BE-70	76.1
2202214763	ME-86	21.5
2206123755	CS-36	31.9
2206113727	ME-19	71.6
2206123956	Econ-31	75.5
2205012201	Phys-09	71.0
2206113906	CE-23	30.9
2206113762	Chem-35	78.7
2203412923	CE-23	82.4
2203712691	Econ-76	97.7
2203211432	Phys-36	67.5
2204215021	CE-74	61.8
2204214986	CE-20	62.3
2206123776	Math-27	1.8
2203312478	CE-74	82.0
2205114669	Chem-83	69.2
2205124724	Bio-57	88.4
2204225015	ME-92	61.2
2206113888	CE-32	98.1
2206113954	Phys-36	60.6
2206113797	Math-11	36.0
2202214752	Chem-27	81.8
2203224798	Chem-77	84.9
2201222237	Econ-81	77.7
2206113915	Chem-34	92.3
2206123645	CS-36	83.3
2206113752	Stat-01	60.4
2203211431	Math-27	26.4
2201323090	EE-09	77.8
2203312577	CS-01	92.9
2206515223	BE-34	77.9
2203113234	BE-06	86.5
2206412645	Stat-47	92.1
2205114708	Bio-99	57.1
2202215131	Ling-36	95.5
2204411650	Stat-48	74.9
2205114717	Bio-24	95.0
2204313335	AE-98	62.9
2203422935	CE-32	87.3
2203613033	ChE-46	61.8
2202215131	Chem-45	91.3
2203513488	IE-93	95.5
2206113654	IE-93	83.4
2202113426	ME-92	87.7
2206412652	CE-74	92.6
2206515224	ME-92	77.9
2205114696	Bio-25	60.5
2206113851	Phys-46	62.9
2201412077	AE-73	84.3
2203613020	AE-96	78.7
2206515192	Econ-59	75.1
2202113445	IE-67	75.6
2206113726	CS-01	96.5
2206113733	ChE-62	83.2
2205124688	ME-64	66.7
2206515211	Phys-07	80.2
2201412023	Math-27	5.3
2206123702	Ling-43	73.8
2202224793	Ling-36	80.7
2204313363	Stat-48	94.2
2205012199	Math-19	73.2
2204313390	Chem-00	74.7
2203312501	EE-09	61.6
2206113743	Stat-33	53.8
2202215131	Phys-26	98.9
2203412953	Stat-28	80.5
2203221423	CE-20	19.3
2204511817	Ling-36	73.3
2203712689	CE-32	88.4
2206113870	Econ-81	96.7
2205012190	Econ-31	73.9
2206515210	Stat-33	20.4
2202311939	Stat-48	94.1
2203211474	EE-09	98.0
2201412060	CE-23	79.9
2201422020	CS-53	93.3
2204122320	AE-73	76.0
2206213274	Phys-26	27.9
2203211405	Chem-00	77.5
2206113911	ME-73	93.0
2206113761	Bio-44	83.7
2205114723	BE-21	98.1
L203000002	BE-06	87.6
2206113919	Bio-44	63.1
2184114623	ME-88	77.3
2204215021	CE-97	83.1
2203712725	CS-36	97.0
2203712689	Math-19	91.9
2203712697	Econ-76	89.9
2206113772	AE-38	62.0
2206113919	Phys-09	79.4
2205114689	Stat-48	80.2
2203322485	Chem-90	81.6
2203214797	EE-69	88.7
2202113437	IE-65	55.9
2203312477	ME-73	92.3
2206113888	Ling-03	82.4
2204214977	Chem-00	45.2
2203211430	ChE-29	64.8
2205012216	ChE-62	7.8
2203513464	ChE-29	80.7
2206213255	Phys-09	76.8
2203513488	Bio-99	99.4
2206412653	Ling-03	88.6
2203612992	CE-20	86.9
2201422063	Chem-27	70.1
2206113910	Chem-16	78.3
2203312555	ME-73	36.3
2201412054	Bio-57	77.7
2206515213	Econ-31	79.1
2203312573	BE-70	82.1
2203312873	ME-19	63.1
2203211415	Chem-00	74.0
2203613024	Bio-58	91.5
2184214561	Math-27	98.0
2202224793	AE-18	78.6
2202123452	Math-90	75.6
2206113569	Math-27	85.5
2201412019	IE-54	44.3
2206113657	ChE-86	81.2
2206113790	Math-11	97.4
2205114710	Chem-34	64.7
2208211256	ME-86	26.0
2202113441	Phys-07	68.2
2204411668	Chem-35	83.7
2206113749	ME-88	17.4
2203612979	Ling-92	61.8
2201222257	Phys-41	81.7
2204313307	BE-34	35.4
2203513493	Bio-99	76.2
2203211432	CE-32	68.2
2206213263	ME-73	83.5
2206123702	ChE-29	91.9
2206113907	Ling-36	90.5
2203613013	Econ-51	49.9
2203312577	IE-57	77.8
2203312590	BE-21	25.7
2206113752	Chem-77	64.2
2206113630	Bio-44	64.8
2203712696	Chem-27	80.2
2206113819	Bio-60	98.4
2206113806	BE-70	58.4
2203422929	CS-01	5.0
2206113761	Econ-61	27.7
2203211388	Stat-48	66.0
2203412947	AE-77	99.2
2204112334	IE-95	73.6
2206113686	Chem-35	86.7
2204112316	ME-88	64.6
2203211392	Econ-59	82.2
2204112379	ME-64	71.6
2203312552	Chem-00	99.7
2205114649	CE-97	15.1
2205022210	Econ-66	99.5
2206223271	Stat-33	68.3
2201212238	AE-73	77.8
2203513486	Stat-28	74.1
2206515223	Chem-35	20.2
2203312552	CE-32	67.1
2206113566	Math-27	50.9
2204215007	AE-18	30.6
2206113898	CE-32	82.4
2202113445	CE-97	33.5
2202215131	Bio-24	30.3
2204411666	BE-21	99.9
2203513469	Econ-51	23.8
2205124700	AE-38	86.0
2206515199	Ling-35	95.7
2201412053	BE-70	67.5
2206213286	AE-73	79.9
2206113897	Phys-36	63.0
2203612998	Econ-67	92.3
2204313347	Math-57	37.2
2206113681	Econ-81	69.8
2206113841	CE-32	53.5
2202113444	Phys-36	95.4
2205114664	EE-09	68.4
2204214977	Phys-26	45.3
2206113630	IE-93	24.9
2202113437	EE-09	85.1
2203511792	ME-86	85.0
2203712739	CS-01	79.2
2201111624	Econ-61	35.0
2204323361	Math-11	91.5
2203712775	CE-32	76.7
2204313307	Math-32	62.9
2206113779	Phys-09	89.9
2206124236	Chem-00	44.8
2203613005	Math-11	45.8
2201313108	AE-73	27.1
2205114708	Chem-16	76.8
2206123776	Bio-58	67.9
2204225012	Bio-08	64.0
2206223279	EE-94	76.0
2205114725	Bio-35	58.4
2206123679	Phys-26	96.2
2206113957	Ling-92	69.6
2204214950	IE-57	90.1
2203612997	Bio-58	86.1
2203422929	Bio-44	87.5
2204112377	Bio-99	68.1
2204112334	Chem-42	66.4
2205114693	Math-57	34.1
2204313333	Phys-36	55.9
2204224988	Chem-34	13.6
2203211431	Ling-92	34.6
2206123645	CS-53	77.4
2203712689	Econ-61	92.7
2203613038	Chem-27	79.4
2203211465	Econ-51	88.1
2204313374	Phys-62	94.6
2203312538	CE-20	69.0
2206123664	Phys-46	82.1
2204421639	CS-53	16.9
2206113761	ChE-79	65.7
2201422007	EE-69	80.3
2204112378	Stat-47	77.7
2206113790	Chem-90	37.4
2206123839	CS-05	84.1
2203513484	Phys-09	61.9
2206113686	ChE-46	20.3
2206515202	Econ-67	71.9
2203712739	IE-93	64.5
2206123918	Bio-08	70.9
2205012206	Phys-09	93.9
2206113610	CE-97	90.9
2204613218	Chem-34	91.3
2206113590	CS-36	10.9
2206113745	Bio-08	77.2
2206123925	ME-19	94.1
2203312552	Chem-83	99.7
2206113678	Econ-05	71.3
2204112278	IE-67	72.4
2206515219	Phys-31	66.4
2201511776	Econ-31	93.6
2206113827	Chem-83	69.0
2206113932	ChE-86	43.8
2205114717	IE-76	15.3
2203613020	AE-38	8.9
2206113965	Math-32	91.0
2203312571	Phys-46	90.1
2203113232	AE-38	48.3
2203312562	CS-56	93.0
2201313096	Ling-03	93.7
2201412082	AE-77	74.7
2206412648	CS-53	74.1
2201521777	IE-65	91.5
2201412079	BE-06	72.0
2204411648	Math-11	95.7
2206113730	BE-70	32.9
2203712718	Phys-09	97.4
2203613021	CS-56	23.3
2206113723	Math-32	76.2
2206213281	BE-34	21.6
2202214781	Stat-33	82.6
2204112352	Econ-31	75.9
2204112341	Econ-66	77.2
2206123983	Chem-42	68.4
2203613034	Ling-35	36.0
2202224779	ME-73	79.9
2203322493	Phys-36	70.6
2203613031	Econ-81	87.1
2206113585	Chem-45	92.4
2206123832	Econ-35	70.9
L201300002	ME-88	65.5
2206322125	CS-36	70.6
2206113599	IE-57	63.7
2201412053	Chem-35	72.9
2204112352	ME-86	80.0
2206113673	Econ-05	6.0
2205012168	CE-23	77.9
2206113795	Phys-46	81.3
2203312596	Chem-16	97.8
2205114696	Econ-81	75.4
2206113765	AE-38	96.9
2204421685	BE-34	68.7
2201412054	ChE-86	6.1
2201312105	Econ-81	20.5
2204313355	Math-54	70.9
2203613035	AE-91	96.8
2204313347	BE-70	90.2
2206223282	Bio-99	81.9
2206113588	CE-20	41.3
2206113706	CE-32	16.9
2206113992	Stat-29	71.1
2204411661	Chem-34	81.7
2203611349	Bio-35	84.5
2204313390	EE-94	10.6
2204122321	IE-93	76.2
2206113884	ChE-29	40.9
2204313333	EE-69	77.2
2204214977	AE-91	78.5
2206123732	Bio-08	89.3
2206515199	CE-32	11.5
2206113943	ChE-29	77.6
2203312571	ME-91	95.4
2203513476	Stat-33	23.1
2205312829	EE-94	73.9
2204613215	Econ-51	89.1
2203312570	Bio-60	34.7
2203613035	Phys-36	62.4
2206113771	EE-09	75.9
2203322493	ME-73	61.9
2201212256	ME-88	96.7
2206113943	AE-18	77.2
2206123664	Ling-89	70.1
2194324705	CE-20	77.7
2206123952	Chem-90	63.0
2203221445	CE-32	32.8
2203312570	Chem-83	99.9
2206113786	Stat-01	99.3
2206213281	Bio-57	47.4
2201111604	Bio-24	14.8
2206113642	Bio-58	57.7
2206123611	Chem-00	3.8
2206113671	CE-97	99.0
JL20209063	ChE-29	80.3
2204112379	AE-73	98.7
2203612985	Chem-00	68.8
2206113864	IE-57	76.9
2205012216	AE-18	70.5
2206312123	Phys-26	61.4
2203612995	Stat-28	72.7
2206113963	Math-11	82.9
2204521807	Bio-58	67.3
2203211478	AE-73	91.0
2203211448	Econ-66	94.9
2206113965	EE-09	89.3
2206515210	ChE-62	90.8
2204411682	CS-05	89.7
L201300002	BE-06	53.7
2203513506	CE-23	61.5
2203712718	EE-94	66.5
2201412025	Chem-45	95.9
2203513500	CE-74	18.5
2204222855	IE-95	75.1
2202112671	CE-20	13.9
2206113821	Chem-45	44.5
2206123971	IE-95	94.6
2203211440	AE-38	31.4
2206123622	Ling-92	70.5
2204214977	Econ-51	69.2
2203211465	ME-88	63.7
2205114649	Stat-48	97.5
2201312105	CE-20	62.8
2205012202	Phys-07	63.6
2208115392	Chem-35	92.6
2204215030	IE-93	61.4
2203613013	Stat-01	61.9
2203221417	IE-65	85.8
2206123952	BE-06	43.1
2203322874	Math-90	82.6
2203712701	CS-01	78.2
2205012203	Math-54	95.0
2202311934	Math-90	73.1
2203712784	ME-92	61.0
2201412010	Math-90	61.0
2203712717	Econ-35	85.0
2205012206	ChE-29	54.3
2203712780	Ling-27	97.2
2206113816	Stat-28	97.5
2206113969	BE-21	78.3
2203312573	Bio-60	84.7
2206113635	IE-76	82.1
2205114683	Ling-03	12.9
2203712710	CE-32	87.3
2203312490	Ling-89	90.5
2206113726	BE-06	85.0
2201212254	Stat-48	94.2
2206123674	Phys-36	80.0
2205124724	Econ-05	77.8
2203712764	Ling-27	68.5
2202214768	IE-57	11.9
2205114694	Chem-45	69.3
2206123951	IE-76	77.2
2206113850	Ling-89	83.3
2202113441	CE-97	15.4
2204215009	Chem-42	86.4
2203312495	Bio-08	80.0
2206113963	Bio-25	46.1
2205012202	IE-76	64.2
2204511814	Econ-51	77.7
2201313116	Phys-36	95.9
2206123832	BE-34	83.2
2201412053	Chem-45	88.9
2203422929	Ling-36	80.5
2204411650	IE-54	41.6
2208211256	Chem-35	70.8
2206123857	Bio-44	68.7
2203211440	ME-64	70.4
2206113771	Chem-35	18.9
2203411284	AE-96	66.1
2201412077	Bio-35	81.3
2203712778	Econ-59	27.9
2203712759	Phys-09	41.8
2206113566	Phys-62	86.1
2206123857	Math-57	23.8
2201323107	Chem-45	90.0
2204421339	ChE-79	62.5
2204313371	Ling-36	68.0
2206111757	Chem-35	91.0
2203312556	Ling-27	84.1
2205022210	Ling-89	95.8
2201422020	CE-23	85.9
2203712767	Bio-44	95.5
2203211478	Bio-57	61.3
2201412035	CS-53	21.1
2201412077	Bio-08	63.8
2206123947	Bio-44	63.3
2204111720	CS-56	31.8
2206213274	Chem-90	42.4
2206123641	Stat-33	48.8
2204511811	CS-05	41.6
2206312123	Bio-24	6.1
2206113749	ME-73	71.1
2205022210	CS-36	78.8
2204613216	Stat-28	69.9
2206213256	IE-93	64.4
2204313363	AE-77	80.2
2203712712	Econ-67	40.0
2203513464	Econ-66	97.2
2206213276	Chem-34	66.0
2203312512	ME-73	64.0
2196214618	Ling-43	88.8
2204511755	ME-88	79.4
2201313129	BE-34	99.2
2205124700	BE-34	97.7
2204215030	AE-91	10.5
2205012172	Math-32	52.9
2206113851	ChE-86	99.7
2206123705	ME-88	82.4
2206113671	Bio-35	21.5
2201313116	Stat-47	55.0
2205022210	IE-93	95.3
2206113741	ME-88	56.7
2204112378	ChE-46	88.6
2203712783	Chem-35	95.6
2201422061	ChE-29	70.7
2203224798	Chem-16	80.1
2205022210	AE-77	64.2
2204112372	BE-34	96.2
2206515197	CS-05	55.8
2202113449	Ling-43	84.7
2203613042	BE-06	13.9
2201412018	IE-65	79.1
2203113232	ChE-86	63.9
2204112374	CS-01	99.3
2203211393	Ling-35	76.8
2201323113	Phys-09	97.1
2203312556	BE-06	43.6
2204411666	Econ-31	89.3
2203613044	Stat-01	2.3
2206123674	Bio-57	71.4
2203214797	AE-98	67.9
2204313367	IE-95	70.2
2206113897	Econ-66	90.8
2203312552	ME-73	74.2
2204421339	BE-06	77.6
2204511816	Stat-28	87.6
2195314619	CE-20	89.3
2206113797	Ling-43	88.8
2208211256	Econ-76	35.8
2201111583	Bio-44	73.2
2205123246	Ling-92	88.1
2206113635	AE-96	72.4
2201412031	Econ-59	78.0
2203712769	ME-19	89.8
2206113930	Stat-28	66.0
2203312590	Stat-47	94.0
2203113234	CE-20	30.7
2204214994	CS-36	93.5
2204112366	EE-09	98.9
2203211388	Ling-03	83.2
2206124260	CS-53	92.2
2206123951	BE-06	77.0
2201412019	Ling-43	62.3
2201222257	Ling-43	62.1
2203221446	Stat-47	73.6
2206123659	IE-93	40.1
2206123931	ChE-79	65.7
2201412077	Phys-31	66.1
2206113723	Phys-41	66.7
2204411679	IE-65	92.6
2203312544	Bio-44	84.9
2201412023	Ling-03	98.4
2206113863	Econ-31	67.8
2206113926	Econ-35	69.0
2203712785	ChE-86	70.4
2206113821	CE-32	76.6
2205114685	EE-09	77.1
2206113671	Econ-66	81.3
2203312591	Stat-48	32.5
2201521778	AE-18	99.6
2203312575	ChE-29	73.1
2201511780	Bio-58	72.7
2205022209	IE-54	62.3
2196214612	Econ-61	81.1
2203613034	AE-91	68.9
2206123852	AE-18	73.4
2206113740	ME-92	86.8
2206123659	CS-01	95.7
2203613005	Econ-66	72.4
2203312591	Chem-35	95.1
2206113773	Stat-33	74.2
2204122321	ME-86	89.4
2206113588	IE-57	64.3
2206113854	Chem-27	44.8
2201212255	Phys-26	69.3
2203211415	Bio-60	73.7
2203722773	AE-91	65.9
2203613005	CS-56	48.0
2201412074	Chem-83	96.2
2205114658	CE-97	94.8
2204323322	EE-94	76.2
2205114651	Math-54	80.2
2203613035	Chem-90	90.4
2203612985	Phys-26	92.1
2202224779	Ling-36	79.9
2206515202	Econ-31	76.5
2206113753	Econ-81	92.4
2205114703	Ling-36	64.2
2206123892	CE-23	90.4
2203513469	ME-64	97.2
2206113743	Phys-46	72.6
2204421326	BE-21	74.9
2204112309	IE-65	75.5
2206113873	Chem-35	61.6
2204112334	Econ-31	16.4
2203211448	Chem-42	97.7
2195014606	CE-97	88.4
2206515210	BE-06	85.0
2204112328	Ling-89	52.3
2203612984	CE-20	64.6
2206113880	Chem-42	95.7
2201212256	EE-09	97.7
2202113437	Econ-51	47.9
2206124260	ChE-86	30.3
2204511816	Phys-26	16.8
2206113619	ME-19	90.8
2206123859	AE-96	75.1
2206113673	BE-70	81.0
2206113628	Chem-90	67.1
2204521807	Chem-00	14.8
2201323126	Ling-92	82.6
2201412070	CE-97	64.1
2201212256	Chem-34	65.7
